GT Fish & Oyster,Seafood,10,$$$,pretty $$$,pretty $$$,"2013: stuffed squid with crayfish, spinach, black couscous, yellow tomato; alaskan halibut asparagus, smoked almonds, yellow grape tomato, meyer ; lemon vinaigr`ette; oyster Po___Boy slider kimchi, peanuts; key lime pie, salted caramel tart; 2014: gnocchi, tuna tartar salad, ?; 2015: ceviche, monkfish paella, crispy octopus w/green curry, green tea strawberry dessert. 2016: SHRIMP BRUSCHETTA avocado, toasted pistachio, grapefruit, cilantro; TUNA POKE mango, cucumber, black sesame; GRILLED PRAWNS saffron rice, shellfish ragout, toulouse sausage; RED FISH brandade croquette, english peas, mustard vinaigrette; FISH TACOS garlic marinade, chipotle aioli, pork chicharron; white chocolate creme brulee","LOVED everything. key lime pie was very key limey. salted caramel tart was not too sweet. 2015: still have yet to have anything i disliked. 2016: everything was delicious--loved the grilled prawns saffron rice and really liked the fish tacos, didn't love the creme brulee",CHEAA,EVERYTHING,,http://www.gtoyster.com
Hannahs Bretzel,Sandwiches,2,$$,burning money,$6-7 for a small hockey puck sized sandwich (300-350 cals),"wild Alaskan smoked salmon, vine tomatoes, red onions, sliced cucumbers and housemade dill creme fraiche on organic bretzel wecken roll, thanksgiving 365: certified organic smoked turkey, local brie, romaine hearts and housemade cranberry chutney on organic whole grain Wecken roll",not bad but nothing special. extremely $$$,not even on someone else's dime,Lunch,,http://www.hannahsbretzel.com
H-E-B Montrose Market,Specialty Food,10,$,pretty cheap,$2ish/bag,"wheat tortillas, corn tortillas, corn-wheat tortillas",OMG THE TORTILLAS. WHEAT AND COMBO. AND SO MANY SAMPLES,YES,TORTILLAS,,http://www.heb.com
Zabars,Deli,6,$,fair,$3.95 for 12 oz soup and roll,salmon gumbo and roll,"wanted some more salt in the soup, but it was good",yes when i'm feeling cheap,Lunch,,http://www.highwaydhaba.com
Bandera,American,5,$$$,nyc average,"sea bass, corn bread, pecan trout, roast pork loin, banana creme pie, margarita","corn bread crust is fav, everything was good, but nothing special. roast pork probly best",no,,,,http://www.hillstone.com/
Hummus Kitchen,Mediterranean,5,$,pretty good,chicken hummus,thought i didn't like hummus but it was good,maybe,,,,http://www.hummuskitchen.com
Ilili Box,Mediterranean,7,$$,expensive,"$12 for a wrap, $8 for brussell sprouts",ilili's takeout spot--got duck schwarma and brussel sprouts,"duck schwarma flavor changed, brussel sprouts were good but loaded with sauce",if i'm not paying,,,http://www.ililibox.com
ilili,Mediterranean,10,$$$$,"i've seen worse, borderline $$$","$12-14 for an app (decent sized), smallish entrees $22+","Glazed Yams maple syrup / pistachio halawe / aleppo pepper, Arnabeet Meklecauliflower / red finger chili mint / labne tahini, Brussel Sprouts 14grapes / fig jam / walnuts / mint yogurt, Duck Shawarma 17duck magret & chicken fig puree / green onion / garlic whip, Lamb Makloubeh eggplant / spiced rice / toasted nuts, ilili Candy bar chocolate ganache / fig caramel / pistachio. Went March 2013 w/erica zendell and they didn't have yams on the menu anymore.; lentil spread (cold), kofta (lamb and beef sausage); semolina gnocchi","ALL SO GOOD. loved the yams, brussel sprouts were good, but not that good. loved the duck shwarma. lamb w/rice; tasted as good as street meat; kofta made for great DIY gyro, lentil spread meh, gnocchi was great",CHEAA,duck shwarma,,http://www.ililinyc.com
Nyonya,Malaysian,10,$$,what a deal,"roti canai, pad thai, fish; prawn mee; hainese chicken; nyonya chow fun","roti is amazing -- dont get the one with egg; prawn mee was not bad, but idk if i'd get it again; hainese chicken is good; next time try shrimp and lady fingers? and seafood soup chow fun (#7); skip the nyonya spicy chow fun (#9)",CHEAA,roti canai,,,http://www.ilovenyonya.com
India House Restaurant,Indian,6,$$$,pricey,,"garlic naan, saag paneer, chicken kebab","saag was pretty good, chicken was a bit dry. service was terrible--food took like 35 minutes to arrive, took forever to order, get check, etc",wouldn't be against it,,,http://www.indiahousechicago.com
J.P. Licks,Dessert: Ice Cream,10,$,cheap,,OATMEAL HARD YOGURT,"tastes like ice cream, fat nutritional content like yogurt",I CANT WAIT,oatmeal hard yogurt,,http://www.jplicks.com/
Kefi,Greek,7,$$,pricey,$15ish PTT,"lamb burger, sheeps milk ricotta ravioli","lamb burger was amazing; sheeps milk was good, but only interesting",maybe,lamb burger,,http://www.kefirestaurant.com
Kitchen,French,6,$$$,pricey,,"salmon, gnocchi, blue fish spread, trout","trout was ok, love the salmon and blue fish, gnocchi was pretty good",probly,salmon and blue fish spread,,http://www.kitchenchapelhill.com
La Masseria,Italian,6,$$$,-,,"truffle mushroom ravioli, tomato and basil gnocchi, smoked hickory bacon and parm frisee salad, grilled seafood platter, sliced meats and cheeses, salmon and veggies, napoleon dessert","delicious food, great breadsticks. salmon entree was nothing special. bacon was delicious, loved the gnocchi dish, grilled shrimp the best -- squid really good, some of the octopus was undercooked (think this is why ktown cuts it up)",if i'm not paying,,,http://www.lamasserianyc.com
La Parrilla Restaurant,Puerto Rican,9,$$$$,inconsistent,$30 for some entrees,"chicken mofongo in creole sauce, deboned red snapper stuffed w/calamari rice, pineapple shrimp coconut rice with sweet plantains, tostones as sides",everything (entrees and sides) was AMAZING. strong flavorings but all unbelievable. fairly large portions. chicken mofongo was only $12. has indoor seating,yes!,shrimp pineapple coconut rice,,http://www.laparrillapr.com
Le Midi Bar & Restaurant,French,5,$$$,,$18 after tax and tip for scallops and mussels! love scoutmob,mussels and scallop apps,"had scoutmob deal. mussels were $14, scallops were $12?. i liked this place -- SO much space and the service was great. scallops were v. good, mussels didn't taste fresh",nothing special,,,http://www.lemidinyc.com/
Lukes Lobster,Seafood,8,$$$,expensive,$16 for a roll,lobster roll duh,"delicious, but it's cheating with such a buttered bun and fits into my hand too easily",if i'm not paying,Lunch,,http://www.lukeslobster.com
Minetta Tavern,American,4,$$$,expensive,,$26 Black Label Burger,i loved the fries. crunchy and crispy. not enough caramlized onions...didn't love the burger but maybe b/c there wasn't any cheese?,I'd try it again if I weren't paying,French Fries!,,http://www.minettatavernny.com
Moo Burger,Burgers,7,$$,average,$12-14/burger,"moo court (bison burger with blue cheese, argula, onions)",great burger. hate blue cheese but it actually worked. didnt liek that the place reminded me of bareburger but i liked the place,if i were in the area,,,http://www.mooburger.net
Moti Mahal Deluxe,Indian,6,$$,fair,$11.95 for lunch buffet,veg and non veg lunch special (buffet),"service was SO slow. naan was not good, lamb was tough. other stuff was pretty good but nothing great",wouldn't be against it,,,http://www.motimahaldelux.us/
Motorino,Pizza: Neopolitan,7,$$,pretty large pizzas,$15-18 a pizza,brussel sprouts and pancetta pizza; cremini mushroom pizza,"crust was a little too burnt; loved the mushroom one. brussel sprout one was ok--actaully too soggy, pancetta was basically fatty part of bacon",yes for the mushroom,,,http://www.motorinopizza.com
Native Foods Cafe,Veg/Vegan,7,$$,pricey,,"morrocan earth bowl, seasame kale macro bowl, lemonade, watermelon juice, chicken wings, saigon roll, oatmeal creme pie, apple pie, date cake, zucchini cake, azteca salad, gyro, reuben","love the moroccan bowl, sesame kale bowl was ok--get everything with tofu; oatmeal creme pie was pretty good, apple pie and watermelon juice are meh, lemonade is good; chicken wing was meh, saigon roll was pretty good; like the chicken wings this time (2014), date cake was ok (almost dry and bland), zucchini cake was moist but a bit sweet, gyro has promise",i love this place,Lunch,,http://www.nativefoods.com
Oyamel Mexican Cuisine,Mexican,3,$$$,expensive,"$4-5/taco, $12-13/small plate","tacos: al pastor, grasshopper, chicken, steak? chicken enchilada",only part of the tacos that was good was the tortilla. nothing stood out and tiny tacos,probably not,,,http://www.oyamel.com
Peoples Pops,Dessert,6,$,expensive popsicle but damn thirst quenching,expensive popsicle but damn thirst quenching,nectarine orange blossom,pretty good,on a hot day,,,http://www.peoplespops.com
Pio Pio,Latin American,4,$,average,$16 for a rotisserie chicken...,"Chicken, rice and saffron beans, cilantro chicken soup","soup was not bad, chicken was good but just like a rotisserie chicken",nothing special,,,http://www.piopio.com
Potbelly,Sandwiches,6,$,almost pricey,$6.50 after tax,pizza sandwich,satisfying,only for lunch. at work,Lunch,,http://www.potbelly.com
Press Club,American (New),6,$$$,expensive,$11-15 small plates,"rabbit and pork sausage corn dogs, empanada sampler, tuna tartare (Currants, Coconut, Capers, Onion, Almonds, Toasted Quinoa, Root Vegetable Chips), lamb/pork belly sliders, mushroom and caramelized spring shallot pizza, salame and roasted cauliflower pizza, short rib ravioli, baked chicken meatballs, grilled asparagus w/62 deg egg,","corn dogs and meat balls meh, loved the tuna tartare w/chips, short rib ravioli was delicious, loved the pork belly slider, lamb slider meh, empanadas and pizzas v. good, asparagus meh",if i weren't paying for it again,tuna tartar w/chips,,http://www.pressclubsf.com
La Distillerie No 1,Pub,10,$,fair,$9.50 with tax,"small chupa chupa, swwapped out mango for peach (Puree de mangue, Whisky Canadian Club Premium, Liqueur Amaretto, Liqueur de l'orange, Sirop d'orgeat, Jus de citron et Soda citron-lime)",loved this and liked the vibe. bartenders were super nice.,if in the area,,,http://www.pubdistillerie.com
Pure Thai Cookhouse,Thai,3,$$,pricey b/c nyonya exists,$12 an entree,"wok basil w/chicken, jungle curry fried rice, shrimp pad thai, pad kee moa w/calamari","calamari was perfectly cooked (dish itself pretty good); shrimp pad thai too sweet and cloying, shrimp overcooked; basil chicken pretty good; jungle curry spicy rice and bland chicken",nothing special,,,http://www.purethaishophouse.com
Zengo,Latin American,6,$$$$,expensive,"$12-17 for an app/salad/tapas style, $29-34 for an entree","salmon and quinoa; tuna tartar tacos, duck confit tacos, pulled pork rice noodles, deconstructed key lime pie","delish but I came here with MLBBOC. LOVED the tuna tartar tacos, duck confit was a close 2nd--came w/more duck than i expected. rice noodles were not bad, but nothing special, came with a fair amount of pulled pork. key lime pie was amazing but too much lime and not enough ice cream or crunchy cookie stuff",maybe,tuna tartar tacos and deconstructed key lime pie,,http://www.richardsandoval.com/zengony
Carmines,Italian,6,$$$,huge portions,decently priced italian (pastas were $15-19),"calamari stew, seafood pasta, seabass special, mozz on tomato, meatball side, bolognese, steak,","calamari stew was good, seafood pasta meh, seabass was amazing, mozz was not bad, meatball was good, bolognese was good, steak was ok (potatoes good)",wouldn't be against it,,,http://www.rosebudrestaurants.com
South Brooklyn Pizza,Pizza,3,$,expensive,$4 a slice,mozz-basil slice,"crunchy crust, couldn't taste the cheese/basil though...",probably not,,,http://www.sbrooklynpizza.com
Teavana,Specialty Food,3,$$,pricey,"$3.5 for tea, $10-11 for rice bowls","pineapple and blueberry (replaced by peach) tea, hoisin pork rice bowl",16 oz tea had 3 sips to it. rice bowl was good but small,probably not,,,http://www.teavana.com/
Halal Guys,Food Cart,10,$,2 meals in one,CHICKEN AND RICE,don't eat for lunch,CHEAA,,,,http://www.thehalalguysny.com/
Mermaid Oyster Bar,Seafood,1,$$$,ripoff,$7 for 6 pieces of asparagus. enough said,"gouda mac & cheese, fish taco, chicken lollipops (aka buffalo chicken wings), waffle fries, side of kale",came for happy hour...didnt pay for anything thank god. happy hour prices = happy hour sizes. nothing memorable other than the side of 6 sticks of asparagus with a sprinkle of cheese for $7,probably not,,,http://www.themermaidnyc.com
Stanton Social,Tapas,6,$$$,borderline robbery,"$$ for tapas, ie small portions","Kobe Philly cheesesteak, French onion soup dumplings, lamb meatballs, fish tacos,","KOBE PHILLY!!, fish tacos were good, everything else eh",maybe,Kobe Philly,,http://www.thestantonsocial.com
The Vanderbilt,American (New),6,$$,average,$14 for a decently large salad,"smoked trout caesar, corned beef hash, beignets","all good, nothing special. Salad was expensive, beignets were just fried dough. Spacious",wouldn't be against it,Brunch,,http://www.thevanderbiltnyc.com
Toro Bravo,Tapas,8,$$$,pretty pricey,about $23 for an entre,"raddichio salad (green olive toast. manchego vinaigrette), Grilled Corn (cilantro pesto), Octopus a la Plancha Becerrita, seared scallops w/romesco, Grilled Octopus with heirloom pepper salad & fried pocha beans, paella toro, squid ink pasta",skip the corn. salad and paella was delicious. octopus and scallops perfectly cooked. squid ink pasta was disappointing -- bland and too rich. scallops were some of best i've ever had. octopus had kind of strange flavors. everything else was good,yes,"salad, octopus and scallops",,http://www.torobravopdx.com
Two Little Red Hens,Dessert,10,$,pricey,,red velvet cupcake with cream cheese frosting,i dont like cake but i wanted to eat the whole damn thing,CHEAA,red velvet cake!!,,http://www.twolittleredhens.com
Uncle Gussy,Greek,9,$,pretty cheap,"gyro, salad, fries, pork chops","fries are pretty good; love the gyro and nick, salad's bit too acidic for me",yes,,Lunch,,http://www.unclegussys.com
Vander Bar,Sports Bar,3,$$,overpriced,$14 for a sandwich,short rib reuben,"not bad, nothing special. came w/fries. sandwich was small and a little cold",probably not,,,http://www.vanderbar.com
Wafles and Dinges,Dessert,10,$,pricey,$5/wafle,"speculoos ice cream, speculoos spread, waffle","spread is legit, ice cream is good, but a little off, waffle is legit belgian",CHEAA,speculoos ice cream and speculoos spread,,http://www.wafelsanddinges.com/
Wogies,Sports Bar,3,$,average,basically min $10-11 for everything,chicken cheesesteak w/provolone,chicken was dry but the bread was amazing. cheesesteak was a bit light for the price,probably not,,,http://www.wogies.com
