Tamaliza,tamaliza-sedona-4,https://www.yelp.com/biz/tamaliza-sedona-4,671,4.5,-111.7812231,34.86245252,FALSE,(928) 202-9056,1155 W State Rte 89A,"Sedona, AZ 86336","Mexican, Latin American, Gluten-Free",Sedona,AZ,Arizona
Au Cheval,au-cheval-chicago,https://www.yelp.com/biz/au-cheval-chicago,6342,4.5,-87.647668,41.88466,FALSE,(312) 929-4580,800 W Randolph St,"Chicago, IL 60607","Bars, Burgers, American (Traditional)",Chicago,IL,Chicago
Bandera,bandera-restaurant-chicago,https://www.yelp.com/biz/bandera-restaurant-chicago,1672,4,-87.62361846,41.89190219,FALSE,(312) 644-3524,535 N Michigan Ave,"Chicago, IL 60611","Jazz & Blues, American (New)",Chicago,IL,Chicago
BenjYehuda,benjyehuda-chicago,https://www.yelp.com/biz/benjyehuda-chicago,315,4,-87.634243,41.87695,FALSE,(312) 408-2365,212 W Van Buren,"Chicago, IL 60607",Falafel,Chicago,IL,Chicago
BenjYehuda,benjyehuda-chicago-2,https://www.yelp.com/biz/benjyehuda-chicago-2,152,4,-87.6326146,41.8815704,FALSE,(312) 726-9653,10 S LaSalle St,"Chicago, IL 60603","Middle Eastern, Falafel",Chicago,IL,Chicago
BenjYehuda,benjyehuda-chicago-6,https://www.yelp.com/biz/benjyehuda-chicago-6,30,4,-87.64025571,41.8825777,FALSE,(312) 877-5388,500 W Madison,"Chicago, IL 60661","Falafel, Chicken Wings, Middle Eastern",Chicago,IL,Chicago
BenjYehuda,benjyehuda-chicago-7,https://www.yelp.com/biz/benjyehuda-chicago-7,7,4.5,-87.63389401,41.88442638,FALSE,(312) 631-3001,145 N Wells St,"Chicago, IL 60606",Mediterranean,Chicago,IL,Chicago
BenjYehuda,benjyehuda-schaumburg-4,https://www.yelp.com/biz/benjyehuda-schaumburg-4,127,4,-88.0455281,42.0477662,FALSE,(630) 237-4444,1022 N Meacham Rd,"Schaumburg, IL 60173",Mediterranean,Chicago,IL,Chicago
Bop-n-grill,bopngrill-belmont-chicago,https://www.yelp.com/biz/bopngrill-belmont-chicago,162,4,-87.65238026,41.93993773,FALSE,(773) 799-8868,921 W Belmont Ave,"Chicago, IL 60657","Burgers, Asian Fusion",Chicago,IL,Chicago
Bop-n-grill,bopngrill-chicago-3,https://www.yelp.com/biz/bopngrill-chicago-3,782,4,-87.66112041,42.00284021,FALSE,(773) 654-3224,6604 N Sheridan Rd,"Chicago, IL 60626","Burgers, Korean",Chicago,IL,Chicago
Cafe Ba-Ba-Reeba,cafe-ba-ba-reeba-chicago-3,https://www.yelp.com/biz/cafe-ba-ba-reeba-chicago-3,3548,4,-87.648687,41.918984,FALSE,(773) 935-5000,2024 N Halsted St,"Chicago, IL 60614","Spanish, Tapas Bars, Venues & Event Spaces",Chicago,IL,Chicago
Cemitas Puebla,cemitas-puebla-chicago-12,https://www.yelp.com/biz/cemitas-puebla-chicago-12,74,3.5,-87.59394648,41.79133353,TRUE,(773) 420-3631,1321 E 57th St,"Chicago, IL 60637",Mexican,Chicago,IL,Chicago
Cemitas Puebla,cemitas-puebla-chicago-5,https://www.yelp.com/biz/cemitas-puebla-chicago-5,272,3.5,-87.64822247,41.88662664,FALSE,(312) 455-9200,817 W Fulton Market,"Chicago, IL 60607",Mexican,Chicago,IL,Chicago
Devon Seafood Grill,devon-seafood-grill-chicago-3,https://www.yelp.com/biz/devon-seafood-grill-chicago-3,1084,4,-87.6265949,41.8965751,FALSE,(312) 440-8660,39 E Chicago Ave,"Chicago, IL 60611","Seafood, Bars",Chicago,IL,Chicago
Devon Seafood Grill,devon-seafood-steak-oakbrook-terrace-2,https://www.yelp.com/biz/devon-seafood-steak-oakbrook-terrace-2,352,4,-87.968692,41.847107,FALSE,(630) 516-0180,17W400 22nd St,"Oakbrook Terrace, IL 60181","Seafood, Steakhouses",Chicago,IL,Chicago
Do-Rite Donuts,do-rite-donuts-and-chicken-chicago-4,https://www.yelp.com/biz/do-rite-donuts-and-chicken-chicago-4,954,4.5,-87.6213298,41.894028,FALSE,(312) 344-1374,233 E Erie St,"Chicago, IL 60611","Donuts, Coffee & Tea, Breakfast & Brunch",Chicago,IL,Chicago
Do-Rite Donuts,do-rite-donuts-and-chicken-chicago-5,https://www.yelp.com/biz/do-rite-donuts-and-chicken-chicago-5,170,4.5,-87.6519216,41.8853451,FALSE,(312) 624-8878,181 N Morgan St,"Chicago, IL 60607","Donuts, Breakfast & Brunch, Coffee & Tea",Chicago,IL,Chicago
Do-Rite Donuts,do-rite-donuts-and-coffee-chicago-2,https://www.yelp.com/biz/do-rite-donuts-and-coffee-chicago-2,1035,4.5,-87.63014686,41.88463924,FALSE,(312) 488-2483,50 West Randolph St,"Chicago, IL 60601","Coffee & Tea, Donuts",Chicago,IL,Chicago
Doc Bs Fresh Kitchen,doc-bs-fresh-kitchen-chicago-3,https://www.yelp.com/biz/doc-bs-fresh-kitchen-chicago-3,676,4.5,-87.625163,41.900246,FALSE,(312) 626-1300,100 E Walton St,"Chicago, IL 60611",American (New),Chicago,IL,Chicago
Doc Bs Fresh Kitchen,doc-bs-fresh-kitchen-river-north-chicago-4,https://www.yelp.com/biz/doc-bs-fresh-kitchen-river-north-chicago-4,641,4.5,-87.626302,41.891591,FALSE,(312) 999-9300,55 E Grand Ave,"Chicago, IL 60611","Burgers, Sandwiches, Bars",Chicago,IL,Chicago
Fogo de Chao,fogo-de-chao-brazilian-steakhouse-chicago-4,https://www.yelp.com/biz/fogo-de-ch%C3%A3o-brazilian-steakhouse-chicago-4,1496,4.5,-87.63233066,41.89422082,FALSE,(312) 932-9330,661 N Lasalle Blvd,"Chicago, IL 60654","Brazilian, Steakhouses",Chicago,IL,Chicago
Fogo de Chao,fogo-de-chao-brazilian-steakhouse-rosemont-3,https://www.yelp.com/biz/fogo-de-ch%C3%A3o-brazilian-steakhouse-rosemont-3,473,4,-87.868219,41.977265,FALSE,(847) 678-7200,5460 Park Pl,"Rosemont, IL 60018","Brazilian, Steakhouses",Chicago,IL,Chicago
Frontera Grill,frontera-grill-chicago,https://www.yelp.com/biz/frontera-grill-chicago,2098,4,-87.63079,41.8905699,FALSE,(312) 661-1434,445 N Clark St,"Chicago, IL 60654","Mexican, Desserts",Chicago,IL,Chicago
Gilt Bar,gilt-bar-chicago,https://www.yelp.com/biz/gilt-bar-chicago,1535,4,-87.6353199,41.8894,FALSE,(312) 464-9544,230 W Kinzie St,"Chicago, IL 60654",American (New),Chicago,IL,Chicago
Giordanos,giordanos-chicago-10,https://www.yelp.com/biz/giordanos-chicago-10,221,3.5,-87.679656,41.9616049,FALSE,(773) 275-4600,2010 W Montrose Ave,"Chicago, IL 60618","Pizza, Salad, Italian",Chicago,IL,Chicago
Giordanos,giordanos-chicago-12,https://www.yelp.com/biz/giordanos-chicago-12,256,3.5,-87.64804,41.87647,FALSE,(312) 421-1221,815 W Van Buren St,"Chicago, IL 60607","Pizza, Salad, Italian",Chicago,IL,Chicago
Giordanos,giordanos-chicago-14,https://www.yelp.com/biz/giordanos-chicago-14,148,3.5,-87.66144953,42.00659978,FALSE,(773) 262-1313,6836 N Sheridan Rd,"Chicago, IL 60626","Pizza, Salad, Italian",Chicago,IL,Chicago
Giordanos,giordanos-chicago-15,https://www.yelp.com/biz/giordanos-chicago-15,88,3.5,-87.72261,41.79881,FALSE,(773) 582-7676,5159 S Pulaski Rd,"Chicago, IL 60632","Pizza, Salad, Italian",Chicago,IL,Chicago
Giordanos,giordanos-chicago-16,https://www.yelp.com/biz/giordanos-chicago-16,376,3.5,-87.74269772,41.77787191,FALSE,(773) 585-6100,6314 S Cicero Ave,"Chicago, IL 60638","Pizza, Salad, Italian",Chicago,IL,Chicago
Giordanos,giordanos-chicago-17,https://www.yelp.com/biz/giordanos-chicago-17,86,2.5,-87.775588,41.952762,FALSE,(773) 736-5553,5927 W Irving Park Rd,"Chicago, IL 60634","Pizza, Italian, Salad",Chicago,IL,Chicago
Giordanos,giordanos-chicago-19,https://www.yelp.com/biz/giordanos-chicago-19,446,3.5,-87.6557,41.94014,FALSE,(773) 327-1200,1040 W Belmont Ave,"Chicago, IL 60657","Pizza, Salad, Italian",Chicago,IL,Chicago
Giordanos,giordanos-chicago-22,https://www.yelp.com/biz/giordanos-chicago-22,399,3.5,-87.6244,41.8645638,FALSE,(312) 842-1100,1340 S Michigan,"Chicago, IL 60605","Pizza, Salad, Italian",Chicago,IL,Chicago
Giordanos,giordanos-chicago-29,https://www.yelp.com/biz/giordanos-chicago-29,39,3.5,-87.81653451,42.00265194,FALSE,(773) 467-9400,6709 N Northwest Hwy,"Chicago, IL 60631","Pizza, Salad, Italian",Chicago,IL,Chicago
Giordanos,giordanos-chicago-3,https://www.yelp.com/biz/giordanos-chicago-3,110,3.5,-87.7140921,41.9333218,FALSE,(773) 862-4200,2855 N Milwaukee Ave,"Chicago, IL 60618","Pizza, Salad, Italian",Chicago,IL,Chicago
Giordanos,giordanos-chicago-30,https://www.yelp.com/biz/giordanos-chicago-30,2143,3.5,-87.623753,41.885165,FALSE,(312) 616-1200,130 E Randolph,"Chicago, IL 60601","Pizza, Salad, Italian",Chicago,IL,Chicago
Giordanos,giordanos-chicago-31,https://www.yelp.com/biz/giordanos-chicago-31,50,2.5,-87.6614975,41.8577151,FALSE,(312) 265-0243,1401 W 18th St,"Chicago, IL 60608","Salad, Pizza, Italian",Chicago,IL,Chicago
Giordanos,giordanos-chicago-7,https://www.yelp.com/biz/giordanos-chicago-7,267,2.5,-87.59032794,41.79912248,FALSE,(773) 947-0200,5311 S Blackstone Ave,"Chicago, IL 60615","Pizza, Italian, Salad",Chicago,IL,Chicago
Giordanos,giordanos-chicago-9,https://www.yelp.com/biz/giordanos-chicago-9,2373,3.5,-87.625643,41.8958755,FALSE,(312) 951-0747,730 N Rush St,"Chicago, IL 60611","Pizza, Salad, Italian",Chicago,IL,Chicago
Giordanos,giordanos-evanston-2,https://www.yelp.com/biz/giordanos-evanston-2,227,3.5,-87.679496,42.045909,FALSE,(847) 475-5000,1527 N Chicago Ave,"Evanston, IL 60201","Pizza, Salad, Italian",Chicago,IL,Chicago
Giordanos,giordanos-jackson-chicago,https://www.yelp.com/biz/giordanos-jackson-chicago,974,3.5,-87.6344499,41.8779751,FALSE,(312) 583-9400,223 W Jackson Blvd,"Chicago, IL 60606","Pizza, Salad, Italian",Chicago,IL,Chicago
Giordanos,giordanos-lincolnwood,https://www.yelp.com/biz/giordanos-lincolnwood,26,3,-87.72078,41.9989,FALSE,(847) 983-0223,6485 N Lincoln Ave,"Lincolnwood, IL 60712","Pizza, Salad, Italian",Chicago,IL,Chicago
Giordanos,giordanos-navy-pier-chicago,https://www.yelp.com/biz/giordanos-navy-pier-chicago,411,3.5,-87.60966,41.891823,FALSE,(312) 288-8783,700 E Grand Ave,"Chicago, IL 60611","Pizza, Salad, Italian",Chicago,IL,Chicago
Giordanos,giordanos-oak-park,https://www.yelp.com/biz/giordanos-oak-park,171,3,-87.803586,41.8940244,FALSE,(708) 386-2223,1115 W Chicago Ave,"Oak Park, IL 60302","Pizza, Salad, Italian",Chicago,IL,Chicago
Giordanos,giordanos-rosemont-3,https://www.yelp.com/biz/giordanos-rosemont-3,867,4,-87.86126196,41.9911428,FALSE,(847) 292-2600,9415 W Higgins Rd,"Rosemont, IL 60018","Pizza, Italian, Salad",Chicago,IL,Chicago
Girl & the Goat,girl-and-the-goat-chicago,https://www.yelp.com/biz/girl-and-the-goat-chicago,7735,4.5,-87.64794407,41.884105,FALSE,(312) 492-6262,809 W Randolph St,"Chicago, IL 60607","American (New), Bakeries, Coffee & Tea",Chicago,IL,Chicago
GT Fish & Oyster,gt-fish-and-oyster-chicago,https://www.yelp.com/biz/gt-fish-and-oyster-chicago,1395,4,-87.633892,41.89175019,FALSE,(312) 929-3501,531 N Wells St,"Chicago, IL 60654",Seafood,Chicago,IL,Chicago
Hannahs Bretzel,hannahs-bretzel-chicago,https://www.yelp.com/biz/hannahs-bretzel-chicago,225,4,-87.62433,41.8861,FALSE,(312) 621-1111,233 N Michigan Ave,"Chicago, IL 60601","Sandwiches, Desserts, Breakfast & Brunch",Chicago,IL,Chicago
Hannahs Bretzel,hannahs-bretzel-chicago-11,https://www.yelp.com/biz/hannahs-bretzel-chicago-11,26,3.5,-87.6350953,41.8804551,FALSE,(312) 621-1111,107 S Franklin,"Chicago, IL 60606","Sandwiches, Desserts, Breakfast & Brunch",Chicago,IL,Chicago
Hannahs Bretzel,hannahs-bretzel-chicago-13,https://www.yelp.com/biz/hannahs-bretzel-chicago-13,18,3.5,-87.6304574,41.8846049,FALSE,,66 West Randolph St,"Chicago, IL 60601",Sandwiches,Chicago,IL,Chicago
Hannahs Bretzel,hannahs-bretzel-chicago-2,https://www.yelp.com/biz/hannahs-bretzel-chicago-2,428,4,-87.63349908,41.883329,FALSE,(312) 621-1111,180 W Washington St,"Chicago, IL 60602","Sandwiches, Desserts",Chicago,IL,Chicago
Hannahs Bretzel,hannahs-bretzel-chicago-5,https://www.yelp.com/biz/hannahs-bretzel-chicago-5,220,3.5,-87.62874378,41.87952757,FALSE,(312) 621-1111,131 S Dearborn St,"Chicago, IL 60603","Sandwiches, Desserts, Breakfast & Brunch",Chicago,IL,Chicago
Hannahs Bretzel,hannahs-bretzel-chicago-7,https://www.yelp.com/biz/hannahs-bretzel-chicago-7,148,3.5,-87.633053,41.889585,FALSE,(312) 621-1111,400 N La Salle St,"Chicago, IL 60654","Sandwiches, American (New)",Chicago,IL,Chicago
Hannahs Bretzel,hannahs-bretzel-chicago-8,https://www.yelp.com/biz/hannahs-bretzel-chicago-8,83,4,-87.64118976,41.88044134,FALSE,(312) 621-1111,555 W Monroe St,"Chicago, IL 60661","Sandwiches, Desserts, Soup",Chicago,IL,Chicago
India House Restaurant,india-house-restaurant-chicago-2,https://www.yelp.com/biz/india-house-restaurant-chicago-2,1268,3.5,-87.6301826,41.8914851,FALSE,(312) 645-9500,59 W Grand Ave,"Chicago, IL 60654",Indian,Chicago,IL,Chicago
Jeong,jeong-chicago,https://www.yelp.com/biz/jeong-chicago,37,4.5,-87.66477,41.89637,FALSE,,1460 W Chicago Ave,"Chicago, IL 60642","Korean, American (New)",Chicago,IL,Chicago
"Joe's Seafood, Prime Steak & Stone Crab",joes-seafood-prime-steak-and-stone-crab-chicago,https://www.yelp.com/biz/joes-seafood-prime-steak-and-stone-crab-chicago,2162,4.5,-87.6261787,41.8918195,FALSE,(312) 379-5637,60 E Grand Ave,"Chicago, IL 60611","Seafood, Steakhouses",Chicago,IL,Chicago
Little Goat Diner,little-goat-diner-chicago-4,https://www.yelp.com/biz/little-goat-diner-chicago-4,4031,4,-87.6484127,41.88464606,FALSE,(312) 888-3455,820 W Randolph St,"Chicago, IL 60607",Diners,Chicago,IL,Chicago
Lou Malnatis,lou-malnatis-broadview,https://www.yelp.com/biz/lou-malnatis-broadview,13,4,-87.8512974,41.8504563,FALSE,(708) 400-8999,7550 Broadview Village Square,"Broadview, IL 60546",Pizza,Chicago,IL,Chicago
Lou Malnatis,lou-malnatis-pizzeria-buffalo-grove,https://www.yelp.com/biz/lou-malnatis-pizzeria-buffalo-grove,404,4.5,-87.96050451,42.15287207,FALSE,(847) 215-7100,85 S Buffalo Grove Rd,"Buffalo Grove, IL 60089","Pizza, Italian",Chicago,IL,Chicago
Lou Malnatis,lou-malnatis-pizzeria-carry-out-chicago,https://www.yelp.com/biz/lou-malnatis-pizzeria-carry-out-chicago,313,4,-87.6774103,41.908901,FALSE,(773) 395-2400,1520 N Damen Ave,"Chicago, IL 60622","Pizza, Italian",Chicago,IL,Chicago
Lou Malnatis,lou-malnatis-pizzeria-chicago,https://www.yelp.com/biz/lou-malnatis-pizzeria-chicago,5032,4,-87.633704,41.890357,FALSE,(312) 828-9800,439 N Wells St,"Chicago, IL 60654","Pizza, Italian, Sandwiches",Chicago,IL,Chicago
Lou Malnatis,lou-malnatis-pizzeria-chicago-10,https://www.yelp.com/biz/lou-malnatis-pizzeria-chicago-10,116,4,-87.7220691,41.8518097,FALSE,(773) 762-0800,3859 W Ogden Ave,"Chicago, IL 60623","Pizza, Italian",Chicago,IL,Chicago
Lou Malnatis,lou-malnatis-pizzeria-chicago-11,https://www.yelp.com/biz/lou-malnatis-pizzeria-chicago-11,271,4,-87.6581263,41.8839551,FALSE,(312) 243-4000,1235 W Randolph St,"Chicago, IL 60607","Pizza, Italian",Chicago,IL,Chicago
Lou Malnatis,lou-malnatis-pizzeria-chicago-12,https://www.yelp.com/biz/lou-malnatis-pizzeria-chicago-12,204,3.5,-87.68352,41.9605,FALSE,(773) 654-4000,4340 N Lincoln Ave,"Chicago, IL 60618","Pizza, Italian",Chicago,IL,Chicago
Lou Malnatis,lou-malnatis-pizzeria-chicago-13,https://www.yelp.com/biz/lou-malnatis-pizzeria-chicago-13,59,3,-87.73180671,41.95333175,FALSE,(773) 270-8330,3986 N Avondale Ave,"Chicago, IL 60641",Pizza,Chicago,IL,Chicago
Lou Malnatis,lou-malnatis-pizzeria-chicago-14,https://www.yelp.com/biz/lou-malnatis-pizzeria-chicago-14,140,3.5,-87.74261,41.77493,FALSE,(773) 237-9900,6456 S Cicero Ave,"Chicago, IL 60638","Pizza, Italian",Chicago,IL,Chicago
Lou Malnatis,lou-malnatis-pizzeria-chicago-4,https://www.yelp.com/biz/lou-malnatis-pizzeria-chicago-4,718,4,-87.65356921,41.92915009,FALSE,(773) 832-4030,958 W Wrightwood Ave,"Chicago, IL 60614","Pizza, Italian",Chicago,IL,Chicago
Lou Malnatis,lou-malnatis-pizzeria-chicago-8,https://www.yelp.com/biz/lou-malnatis-pizzeria-chicago-8,1282,4,-87.62867052,41.90259525,FALSE,(312) 725-7777,1120 N State St,"Chicago, IL 60610","Bars, Pizza, Italian",Chicago,IL,Chicago
Lou Malnatis,lou-malnatis-pizzeria-chicago-9,https://www.yelp.com/biz/lou-malnatis-pizzeria-chicago-9,2138,4,-87.6273372,41.871487,FALSE,(312) 786-1000,805 S State St,"Chicago, IL 60605","Pizza, Italian",Chicago,IL,Chicago
Lou Malnatis,lou-malnatis-pizzeria-elk-grove-village,https://www.yelp.com/biz/lou-malnatis-pizzeria-elk-grove-village,391,4,-87.971316,42.027048,FALSE,(847) 439-2000,1050 E Higgins Rd,"Elk Grove Village, IL 60007","Pizza, Italian",Chicago,IL,Chicago
Lou Malnatis,lou-malnatis-pizzeria-evanston,https://www.yelp.com/biz/lou-malnatis-pizzeria-evanston,305,4,-87.6820879,42.051452,FALSE,(847) 328-5400,1850 Sherman Ave,"Evanston, IL 60201","Pizza, Italian",Chicago,IL,Chicago
Lou Malnatis,lou-malnatis-pizzeria-harwood-heights,https://www.yelp.com/biz/lou-malnatis-pizzeria-harwood-heights,65,4,-87.80465769,41.967757,FALSE,(708) 667-3500,7125 W Gunnison St,"Harwood Heights, IL 60706","Pizza, Italian",Chicago,IL,Chicago
Lou Malnatis,lou-malnatis-pizzeria-lincolnwood,https://www.yelp.com/biz/lou-malnatis-pizzeria-lincolnwood,569,4,-87.7255547,42.0021534,FALSE,(847) 673-0800,6649 N Lincoln Ave,"Lincolnwood, IL 60712","Pizza, Italian",Chicago,IL,Chicago
Lou Malnatis,lou-malnatis-pizzeria-oak-park,https://www.yelp.com/biz/lou-malnatis-pizzeria-oak-park,284,3.5,-87.802051,41.889017,FALSE,(708) 358-0800,1038 Lake St,"Oak Park, IL 60301","Pizza, Italian, Sandwiches",Chicago,IL,Chicago
Lou Malnatis,lou-malnatis-pizzeria-schaumburg-2,https://www.yelp.com/biz/lou-malnatis-pizzeria-schaumburg-2,523,4,-88.07959199,42.0270611,FALSE,(847) 985-1525,1 S Roselle Rd,"Schaumburg, IL 60193","Pizza, Italian, Sandwiches",Chicago,IL,Chicago
Mercadito,mercadito-chicago,https://www.yelp.com/biz/mercadito-chicago,1995,3.5,-87.63162,41.8894499,FALSE,(312) 329-9555,108 W Kinzie St,"Chicago, IL 60654","Mexican, Lounges, Cocktail Bars",Chicago,IL,Chicago
Naf Naf Grill,naf-naf-grill-chicago,https://www.yelp.com/biz/naf-naf-grill-chicago,237,4,-87.63562364,41.88310679,FALSE,(312) 251-9000,309 W Washington St,"Chicago, IL 60606","Middle Eastern, Salad, Falafel",Chicago,IL,Chicago
Naf Naf Grill,naf-naf-grill-chicago-2,https://www.yelp.com/biz/naf-naf-grill-chicago-2,465,4.5,-87.624981,41.887581,FALSE,(312) 263-0019,326 N Michigan Ave,"Chicago, IL 60601","Middle Eastern, Falafel, Salad",Chicago,IL,Chicago
Naf Naf Grill,naf-naf-grill-chicago-3,https://www.yelp.com/biz/naf-naf-grill-chicago-3,165,4,-87.626397,41.881262,FALSE,(312) 726-6300,28 S Wabash Ave,"Chicago, IL 60603","Middle Eastern, Falafel, Salad",Chicago,IL,Chicago
Naf Naf Grill,naf-naf-grill-chicago-5,https://www.yelp.com/biz/naf-naf-grill-chicago-5,31,4,-87.64136826,41.88133479,FALSE,(312) 967-1844,14 S Clinton St,"Chicago, IL 60661","Middle Eastern, Salad, Falafel",Chicago,IL,Chicago
Naf Naf Grill,naf-naf-grill-deerfield,https://www.yelp.com/biz/naf-naf-grill-deerfield,34,3.5,-87.8442205,42.1674149,FALSE,(847) 696-6313,636 Deerfield Rd,Ste D,"Middle Eastern, Salad, Falafel",Chicago,IL,Chicago
Naf Naf Grill,naf-naf-grill-evanston-2,https://www.yelp.com/biz/naf-naf-grill-evanston-2,134,3.5,-87.68051,42.04755,FALSE,(847) 866-8470,1629 Orrington Ave,"Evanston, IL 60201","Middle Eastern, Salad, Falafel",Chicago,IL,Chicago
Naf Naf Grill,naf-naf-grill-glenview,https://www.yelp.com/biz/naf-naf-grill-glenview,67,3.5,-87.874417,42.109545,FALSE,(847) 564-7011,3818 Willow Rd,"Glenview, IL 60062","Middle Eastern, Salad, Falafel",Chicago,IL,Chicago
Naf Naf Grill,naf-naf-grill-lincolnshire-5,https://www.yelp.com/biz/naf-naf-grill-lincolnshire-5,107,3.5,-87.92901603,42.18192929,FALSE,(847) 821-6980,950 Milwaukee Ave,Ste C,"Middle Eastern, Salad, Falafel",Chicago,IL,Chicago
Naf Naf Grill,naf-naf-grill-mount-prospect-3,https://www.yelp.com/biz/naf-naf-grill-mount-prospect-3,93,3.5,-87.93636941,42.08407866,FALSE,(224) 318-2259,1025 N Elmhurst Rd,"Mount Prospect, IL 60056","Middle Eastern, Salad, Falafel",Chicago,IL,Chicago
Naf Naf Grill,naf-naf-grill-niles,https://www.yelp.com/biz/naf-naf-grill-niles,332,3.5,-87.7706324,42.0120319,FALSE,(847) 588-1500,5716 W Touhy Ave,"Niles, IL 60714","Middle Eastern, Falafel, Salad",Chicago,IL,Chicago
Naf Naf Grill,naf-naf-grill-oakbrook-terrace,https://www.yelp.com/biz/naf-naf-grill-oakbrook-terrace,67,3.5,-87.97740863,41.84666752,FALSE,(630) 519-4220,17W746 22nd St,"Oakbrook Terrace, IL 60181","Middle Eastern, Salad, Falafel",Chicago,IL,Chicago
Naf Naf Grill,naf-naf-grill-orland-park,https://www.yelp.com/biz/naf-naf-grill-orland-park,152,4,-87.85394461,41.61463541,FALSE,(708) 226-0101,15110 S La Grange Rd,Unit A,"Middle Eastern, Salad, Falafel",Chicago,IL,Chicago
Naf Naf Grill,naf-naf-grill-rosemont,https://www.yelp.com/biz/naf-naf-grill-rosemont,141,3.5,-87.8880141,42.0094215,FALSE,(847) 294-0700,10433 Touhy Ave,"Rosemont, IL 60018","Middle Eastern, Salad, Falafel",Chicago,IL,Chicago
Naf Naf Grill,naf-naf-grill-schaumburg,https://www.yelp.com/biz/naf-naf-grill-schaumburg,49,2.5,-88.0407666,42.0503034,FALSE,(847) 792-1224,1715 E Golf Rd,"Schaumburg, IL 60173","Middle Eastern, Salad, Falafel",Chicago,IL,Chicago
Native Foods Cafe,native-foods-cafe-chicago,https://www.yelp.com/biz/native-foods-cafe-chicago,576,4,-87.67531,41.90866,FALSE,(773) 489-8480,1484 N Milwaukee Ave,"Chicago, IL 60622","Vegetarian, Vegan, American (New)",Chicago,IL,Chicago
Native Foods Cafe,native-foods-cafe-chicago-2,https://www.yelp.com/biz/native-foods-cafe-chicago-2,472,4,-87.65506912,41.93978925,FALSE,(773) 549-4904,1023 W Belmont Ave,"Chicago, IL 60657","Vegan, Vegetarian, American (New)",Chicago,IL,Chicago
Native Foods Cafe,native-foods-cafe-chicago-3,https://www.yelp.com/biz/native-foods-cafe-chicago-3,725,4,-87.63117,41.87887,FALSE,(312) 332-6332,218 S Clark St,"Chicago, IL 60604",American (New),Chicago,IL,Chicago
Native Foods Cafe,native-foods-cafe-chicago-6,https://www.yelp.com/biz/native-foods-cafe-chicago-6,225,3.5,-87.58823,41.800402,FALSE,(773) 241-7800,1518 East Harper Ct,"Chicago, IL 60615","American (New), Comfort Food",Chicago,IL,Chicago
